query,entrezgene,name,symbol,alias,taxid,RGD
ZKSCAN3,306977,zinc finger with KRAB and SCAN domains 3,Zkscan3,Zfp307,10116,RGD:1305753
ZKSCAN4,291164,zinc finger with KRAB and SCAN domains 4,Zkscan4,"Zfp307, Znf307",10116,RGD:1309004
ZKSCAN8,306974,zinc finger with KRAB and SCAN domains 8,Zkscan8,Zfp192,10116,RGD:1308983
ZSCAN12,266716,zinc finger and SCAN domain containing 12,Zscan12,Zfp96,10116,RGD:628738
ZSCAN26,266792,zinc finger and SCAN domain containing 26,Zscan26,"Azf8, Zfp187, Znf187",10116,RGD:727885
ACTG1P22,,,,,,
ACTL8,,,,,,
ADH5P4,,,,,,
AKAP8P1,,,,,,
CARM1P1,,,,,,
CCDC162P,,,,,,
FAM183BP,,,,,,
FTLP18,,,,,,
GAPDHP24,,,,,,
H3C11,,,,,,
H3C12,,,,,,
H4C13,,,,,,
HCG14,,,,,,
HCG21,,,,,,
HMGB1P18,,,,,,
HNRNPA1P46,,,,,,
HNRNPA1P64,,,,,,
IQCB2P,,,,,,
JKAMPP1,,,,,,
KC6,,,,,,
KIZ-AS1,,,,,,
KRT18P1,,,,,,
KRT8P20,,,,,,
KRT8P21,,,,,,
LINC00461,,,,,,
LINC00533,,,,,,
LINC01015,,,,,,
LINC01360,,,,,,
LINC01415,,,,,,
LINC01416,,,,,,
LINC01556,,,,,,
LINC01582,,,,,,
LINC01830,,,,,,
LINC01876,,,,,,
LINC01929,,,,,,
LINC01938,,,,,,
LINC02024,,,,,,
LINC02163,,,,,,
LINC02315,,,,,,
LINC02369,,,,,,
LINC02441,,,,,,
LINC02571,,,,,,
LINC02665,,,,,,
LINC02758,,,,,,
LINC02763,,,,,,
LINC02797,,,,,,
LINC02829,,,,,,
MCFD2P1,,,,,,
MIR3143,,,,,,
MIR4318,,,,,,
MIR924HG,,,,,,
MYOSLID,,,,,,
NPM1P1,,,,,,
NUFIP1P1,,,,,,
OR2U2P,,,,,,
OR2W2P,,,,,,
OR2W4P,,,,,,
OR5AZ1P,,,,,,
OR5BA1P,,,,,,
OR5V1,,,,,,
PCDH8P1,,,,,,
PGAM1P12,,,,,,
PPIC-AS1,,,,,,
RN7SKP19,,,,,,
RN7SKP254,,,,,,
RN7SL618P,,,,,,
RN7SL711P,,,,,,
RN7SL720P,,,,,,
RNA5SP87,,,,,,
RNU1-89P,,,,,,
RNU2-45P,,,,,,
RNU6-1246P,,,,,,
RNU6-133P,,,,,,
RNU6-209P,,,,,,
RNU6-334P,,,,,,
RNU6-471P,,,,,,
RNU7-160P,,,,,,
RNU7-66P,,,,,,
RPL10P2,,,,,,
RPL31P12,,,,,,
RPL8P1,,,,,,
RPSAP2,,,,,,
SMIM15P2,,,,,,
SOCS5P3,,,,,,
TCF4-AS1,,,,,,
TMF1P1,,,,,,
TOB2P1,,,,,,
TUBAP12,,,,,,
VN1R11P,,,,,,
VN1R13P,,,,,,
YWHAZP2,,,,,,
ZDHHC20P1,,,,,,
ZKSCAN7-AS1,,,,,,
ZKSCAN8P1,,,,,,
ZNF192P1,,,,,,
ZNF192P2,,,,,,
ZNF204P,,,,,,
ZNF322,,,,,,
ZNF603P,,,,,,
ZNF90P2,,,,,,
ZSCAN16-AS1,,,,,,
ZSCAN23,,,,,,
ZSCAN31,,,,,,
ZSCAN9,,,,,,
